MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"1","나주","성인","일반","62","관리자","2등급","20241211","M","170.1","68.6","21","85.2","64","105","47.4","49.2",,,"19.6",,,,,,"23.7","30","32","11.79","183",,,,,,"71.7",,"37.5",,,,,,,,,,,,,,,,,
"5","진천","어르신","일반","68","관리자","3등급","20241211","M","159","62.2","27.1","91.5","96","130","36","32.4",,,"5.2",,,,,,"24.6",,,,,"35",,"110","4.49","19.28","57.9",,,,,,,,,,,,,,,,,,,"36.0"
"1","원주","성인","일반","51","관리자","1등급","20241211","F","154.3","44.3","20.3","67","56","115","23.3","24.4",,,"20.8",,,,,,"18.6","26",,,,,,,,,"55.1",,,,,,,,"106","36.0",,,"0.384","0.440",,,,,,
"1","KSPO송파별관(어르신)","어르신","일반","71","관리자","참가","20241211","M","171.8","70.8","29.3",,"74","133","35.6","34.5",,,"-2.5",,,,,,"24.0",,,,,"29",,"146","5.03","19.33","50.3",,,,,,,,,,,,,,,,,,,"35.6"
"6","KSPO송파별관(어르신)","어르신","일반","70","관리자","2등급","20241211","M","170.9","76","26.4",,"86","149","40.1","44.8",,,"7.6",,,,,,"26.0",,,,,"33",,"145","4.3","18.01","58.9",,,,,,,,,,,,,,,,,,,"44.8"
"1","KSPO송파","성인","일반","58","관리자","참가","20241211","F","157.1","49.3","24.4","73.1","71","130","28.2","28.5",,,"24.7",,,,,,"20.0","6",,,,,,,,,"57.8",,,"96","123","148",,"33.0",,,,,"0.367","0.372",,,,,,
"3","오산","어르신","일반","71","관리자","2등급","20241211","M","167.8","75.8","32.8","98","73","156","37.3","40.8",,,"6.8",,,,,,"26.9",,,,,"26",,"121","5.15","19.19","53.8",,,,,,,,,,,,,,,,,,,"40.8"
"198","오산","성인","일반","22","관리자","참가","20241211","M","184.6","81","11.4","77.5","72","117","42.6","46.3",,,"3.7",,,,,,"23.8","53",,,,,,,,,"57.2",,,,,,,,"68","51.4",,,"0.308","0.577",,,,,,
"3","제주","어르신","일반","67","관리자","3등급","20241211","M","165.6","70","26","88.4","74","125","33.1","37.9",,,"6.5",,,,,,"25.5",,,,,"21",,"100","4.7","20.3","54.1",,,,,,,,,,,,,,,,,,,"37.9"
"4","KSPO아산","성인","일반","63","관리자","참가","20241211","M","168.8","87.1","28.6","96.5","95","142","45","43.5",,,"-9.2",,,,,,"30.6","16",,,,,,,,,"51.7",,,,,,,,"115","31.9",,,"0.464","0.421",,,,,,
"2","계룡","성인","일반","19","관리자","3등급","20241211","M","170.5","67.5","21",,"99","155","36.5","43.6",,,"6.4",,,,,,"23.2","47",,,"235",,,,,,"64.6",,,,,,,,"130","45.0",,,"0.319",,,,,,,
"1","포항","성인","일반","54","관리자","3등급","20241211","F","160.7","63.6","31.5",,"78","130","22.5","24.5",,,"14.7",,,,,,"24.6","30",,,"105",,,,,,"38.5",,,,,,,,"80","34.5",,,"0.378",,,,,,,
"2","강북","어르신","일반","75","관리자","2등급","20241211","M","162.1","71.20","27.2","89.5","98","135","35.6","33",,,"20.3",,,,,,"27.1",,,,,"17",,"114","5.6","24.6","50.0",,,,,,,,,,,,,,,,,,,"35.6"
"2","순천","어르신","일반","65","관리자","3등급","20241211","M","168","73.8","34.6","96.9","88","133","32.6","37.6",,,"2.5",,,,,,"26.1",,,,,"28",,"128","5.12","22.6","50.9",,,,,,,,,,,,,,,,,,,"37.6"
"1","오산","성인","일반","22","관리자","2등급","20241211","M","179.8","82.2","15.5","80.5","77","129","44.5","47",,,"16.1",,,,,,"25.4","55",,,"230",,,,,,"57.2",,,,,,,,"69","50.6",,,"0.301",,,,,,,
"1","오산","성인","일반","22","관리자","3등급","20241211","M","172.2","65.1","11.1","75.7","85","125","41.8","46.3",,,"10",,,,,,"22.0","47",,,"225",,,,,,"71.1",,,,,,,,"95","50.0",,,"0.288",,,,,,,
"1","동구(광주)","어르신","일반","65","관리자","2등급","20241211","F","160.3","57.4","32.9","77","77","126","25.3","26.4",,,"20.4",,,,,,"22.3",,,,,"20",,"108","4.81","22.7","46.0",,,,,,,,,,,,,,,,,,,"26.4"
"1","창원","성인","일반","35","관리자","2등급","20241211","M","172.5","74.1","23.9","85","94","143","52.3","50.6",,,"13.7",,,,,,"24.9","45","38","10.81","214",,,,,,"70.6",,"40.2",,,,,,,,,,,,,,,,,
"1","KSPO광주","어르신","일반","67","관리자","3등급","20241211","M","172.6","71.2","22.1","96","67","131","39","39.9",,,"9.5",,,,,,"23.9",,,,,"19",,"119","6.27","23.37","56.0",,,,,,,,,,,,,,,,,,,"39.9"
"1","KSPO광주","성인","일반","61","관리자","참가","20241211","M","166","68.3","29.6","93","93","137","40.3","33.5",,,"-8.6",,,,,,"24.8","23",,,,,,,,,"59.0",,,,,,,,"106","37.6",,,"0.401","0.444",,,,,,
"2","KSPO광주","어르신","일반","75","관리자","3등급","20241211","M","159.2","58.9","23.4","84","79","149","38.1","31.8",,,"2.4",,,,,,"23.2",,,,,"22",,"119","5.27","24.36","64.7",,,,,,,,,,,,,,,,,,,"38.1"
"1","성동","성인","일반","61","관리자","1등급","20241211","M","164.6","68.3","24.5",,"75","141","39.2","40.1",,,"22.5",,,,,,"25.2","37","26",,"200",,,,,,"58.7",,"36.3",,,,,,,,,,"0.323",,,,,,,
"1","구미","성인","일반","19","관리자","3등급","20241211","M","183","81.6","22","86.9","94","147","41.3","46",,,"16.4",,,,,,"24.4","54","52","10.53","233",,,,,,"56.4",,"43.4",,,,,,,,,,,,,,,,,
"8","부천","성인","일반","63","관리자","2등급","20241211","F","148.2","54.5","38.5",,"88","143","25.6","24.1",,,"21.7",,,,,,"24.8","14",,,"83",,,,,,"47.0",,,"69","129","151",,"31.0",,,,,"0.247",,,,,,,
"1","고양","성인","일반","45","관리자","참가","20241211","M","178.7","93.5","25.1",,"76","149","50.7","58.7",,,"3.4",,,,,,"29.3","53","25","11.24","218",,,,,,"62.8",,"33.4",,,,,,,,,,,,,,,,,
"5","성남","어르신","일반","76","관리자","3등급","20241211","M","165.9","69.9","29.2",,"59","149","32.8","35.9",,,"1.7",,,,,,"25.4",,,,,"26",,"116","5.71","22.50","51.4",,,,,,,,,,,,,,,,,,,"35.9"
"3","성남","어르신","일반","66","관리자","2등급","20241211","M","171.1","72.2","23.4",,"99","147","40.8","45.8",,,"10.1",,,,,,"24.7",,,,,"29",,"128","4.19","17.76","63.4",,,,,,,,,,,,,,,,,,,"45.8"
"1","성동","성인","일반","24","관리자","참가","20241211","M","185.5","86.8","21.5",,"82","135","51.5","52.4",,,"3",,,,,,"25.2","66",,,"227",,,,,,"60.4",,,"74","123","157","186","38.4",,,,,"0.406",,,,,,,
"1","양평","성인","일반","20","관리자","2등급","20241211","M","175.7","68.6","13.6",,"71","120","45.8","46.2",,,"17.4",,,,,,"22.2","50","62","9.8","230",,,,,,"67.3",,"47.8",,,,,,,,,,,,,,,,,
"2","안산","성인","일반","21","관리자","3등급","20241211","M","181.4","95.4","24.7","95","62","116","41.9","50.8",,,"14.7",,,,,,"29.0","52",,"10.1","242",,,,,,"53.2",,,,,,,,"91","44.8",,,,,,,,,,
"1","사천","성인","출장","27","관리자","3등급","20241211","M","170","72.4","18.3",,"70","133","41.6","34.9",,,"10.5",,,,,,"25.1","39",,,,,,,,,"57.5",,,,,,,,"99","46.4",,,"0.265","0.613",,,,,,
"1","사천","성인","출장","39","관리자","1등급","20241211","M","183","88.4","19.8",,"83","152","55.1","54.9",,,"23.2",,,,,,"26.4","49",,,,,,,,,"62.3",,,,,,,,"88","42.5",,,"0.330","0.588",,,,,,
"2","포천","유아기","출장","67","관리자","3등급","20241211","M","113.3","21",,,,,"9","11","6",,"8",,,,,,"16.4",,"78",,"110",,,,,,"52.4",,,,,,,,,,,,,,,,,"9.28","29.32",
"1","KSPO송파","성인","일반","48","관리자","참가","20241211","F","163.8","52.7","23.7","72.4","62","107","22.4","23.9",,,"6.8",,,,,,"19.6","45",,,,,,,,,"45.4",,,,,,,,"87","37.8",,,"0.342","0.470",,,,,,
"1","태백","성인","일반","63","관리자","참가","20241211","F","150.4","53.8","33.7","76","73","133","19.9","15.1",,,"12.7",,,,,,"23.8","2",,,"116",,,,,,"37.0",,,"58","128","112",,"38.9",,,,,"0.414",,,,,,,
"1","충주","성인","일반","24","관리자","참가","20241211","M","185","71.5","13","77","62","111","43.9","43.7",,,"15.2",,,,,,"20.9","47","39","10.68","231",,,,,,"61.4",,"41.4",,,,,,,,,,,,,,,,,
"1","남구(부산)","성인","일반","60","관리자","참가","20241211","F","158.9","61.40","35.9","87.0","73","127","19","19.9",,,"12.1",,,,,,"24.3","11",,,,,,,,,"32.4",,,,,,,,"121","28.8",,,"0.401","0.353",,,,,,
"5","안산","어르신","일반","67","관리자","3등급","20241211","M","160.7","62.7","35.8","88.5","71","145","33.3","36.7",,,"3.7",,,,,,"24.3",,,,,"28",,"105","6.0","20.9","58.5",,,,,,,,,,,,,,,,,,,"36.7"
"1","KSPO광주","성인","일반","45","관리자","참가","20241211","M","172.1","75.1","23.9","85","81","133","44.3","47.5",,,"13.7",,,,,,"25.4","22",,"11.78",,,,,,,"63.2",,,,,,,,"113","39.5",,,,"0.548",,,,,,
"2","KSPO송파별관(어르신)","어르신","일반","66","관리자","2등급","20241211","M","159.2","57","24.9",,"96","156","32.5","30.5",,,"11.9",,,,,,"22.5",,,,,"27",,"131","5.04","21.82","57.0",,,,,,,,,,,,,,,,,,,"32.5"
"1","KSPO송파별관(어르신)","어르신","일반","66","관리자","3등급","20241211","M","165.4","64.2","22",,"64","142","40.4","38.6",,,"5.3",,,,,,"23.5",,,,,"27",,"132","5.52","21.20","62.9",,,,,,,,,,,,,,,,,,,"40.4"
"1","KSPO광주","성인","일반","29","관리자","2등급","20241211","M","176.8","68.5","14","78","63","111","40","41.9",,,"17.6",,,,,,"21.9","56",,"10.17",,,,,,,"61.2",,,,,,,,"82","49.8",,,,"0.621",,,,,,
"1","남구(부산)","성인","일반","29","관리자","참가","20241211","M","180.4","70.50","16.3","84.8","91","158","44.5","37.5",,,"-1.7",,,,,,"21.7","45",,,,,,,,,"63.1",,,"83","99","114","149","47.8",,,,,"0.302","0.551",,,,,,
"1","남구(부산)","성인","일반","19","관리자","참가","20241211","M","184.6","79.70","17.6","82.1","67","129","44.2","40.1",,,"12.7",,,,,,"23.4","32",,,,,,,,,"55.5",,,,,,,,"126","43.9",,,"0.315","0.552",,,,,,
"2","나주","성인","일반","62","관리자","참가","20241211","F","150.1","53.4","38.3","80.5","60","119","18","17.5",,,"23.7",,,,,,"23.7","3",,,"113",,,,,,"33.7",,,,,,,,"119","29.8",,,"0.470",,,,,,,
"1","정읍","성인","일반","63","관리자","참가","20241211","M","165.2","81.9","30.8",,"86","153","32.3","32.4",,,"4.4",,,,,,"30.0","22",,,"165",,,,,,"39.6",,,"71","106","135","146","33.3",,,,,"0.397",,,,,,,
"1","화성","청소년","일반","18","관리자","참가","20241211","M","179.4","64.2","8.9",,"87","151","46.4","46.1",,"56","0","16.2","0.651","49.625","6","49.901","19.9",,,,,,,,,,"72.3",,,"94","105","124",,"51.1",,,,,,,,,,,,
"1","창원","성인","일반","53","관리자","참가","20241211","M","175.8","70.8","15.1","82","86","143","34.7","38.3",,,"-4.6",,,,,,"22.9","29",,,"165",,,,,,"54.1",,,,,,,,"93","41.7",,,"0.512",,,,,,,
"1","성동","어르신","일반","65","관리자","3등급","20241211","M","170.6","72.7","22.5",,"81","145","38.2","40.3",,,"6",,,,,,"25.0",,,,,"30",,"124","5.28","18.96","55.4",,,,,,,,,,,,,,,,,,,"40.3"
"1","정읍","성인","일반","60","관리자","참가","20241211","M","161","68.4","31.1",,"82","149","38.9","38.9",,,"0.9",,,,,,"26.4","16","21",,"145",,,,,,"56.9",,"35.3",,,,,,,,,,"0.426",,,,,,,
"10","KSPO아산","어르신","일반","82","관리자","3등급","20241211","M","165","57.5","13.4","86","88","134","35.4","32",,,"-1",,,,,,"21.1",,,,,"22",,"107","5.6","23","61.6",,,,,,,,,,,,,,,,,,,"35.4"
"2","성남","성인","일반","26","관리자","3등급","20241211","M","168.2","60.6","14.8",,"71","110","37.6","35.4",,,"9.3",,,,,,"21.4","45","43",,"186",,,,,,"62.0",,"44.2",,,,,,,,,,"0.314",,,,,,,
"1","성동","성인","일반","61","관리자","3등급","20241211","M","176.5","63.3","20",,"97","147","39.9","41.7",,,"5.1",,,,,,"20.3","20",,,"183",,,,,,"65.9",,,,,,,,"132","35.7",,,"0.364",,,,,,,
"3","북구(광주)","성인","일반","58","관리자","1등급","20241211","F","160.8","57.5","34.1","84.3","78","138","26.4","28.8",,,"19.8",,,,,,"22.2","20",,"13.43","152",,,,,,"50.1",,,"81","114","139",,"32.6",,,,,,,,,,,,
"3","KSPO아산","성인","일반","21","관리자","2등급","20241211","M","171.9","65.5","16.5","77","62","98","45.4","44.2",,,"17.9",,,,,,"22.2","54",,,"250",,,,,,"69.3",,,,,,,,"105","48.7",,,"0.284",,,,,,,
"2","KSPO송파(출장A)","성인","출장","23","관리자","3등급","20241211","F","156.6","47.6","32.3",,"76","119","25.8","27.4",,,"10.8",,,,,,"19.4","26",,,,,,,,,"57.6",,,,,,,,"125","38.3",,,"0.365","0.440",,,,,,
"1","KSPO송파(출장A)","성인","출장","24","관리자","참가","20241211","F","160.6","45.7","19.4",,"64","111","20.6","24",,,"24.2",,,,,,"17.7","10",,,,,,,,,"52.5",,,,,,,,"112","40.6",,,"0.377","0.490",,,,,,
"1","KSPO송파(출장A)","성인","출장","45","관리자","참가","20241211","M","177.5","84.3","23.7",,"89","153","55.4","47.9",,,"-2",,,,,,"26.8","26",,,,,,,,,"65.7",,,,,,,,"114","37.7",,,"0.294","0.539",,,,,,
"2","순천","성인","일반","23","관리자","3등급","20241211","M","181","83.4","24.4","94.3","89","133","48.1","54.2",,,"6.6",,,,,,"25.5","50","54",,"219",,,,,,"65.0",,"43.4",,,,,,,,,,"0.3",,,,,,,
"1","동구(인천)","성인","일반","62","관리자","3등급","20241211","F","145.5","46.3","30.1",,"90","150","22.5","20.3",,,"20.1",,,,,,"21.9","7","12",,"115",,,,,,"48.6",,"30.7",,,,,,,,,,"0.360",,,,,,,
"2","KSPO송파(출장A)","성인","출장","30","관리자","1등급","20241211","M","167.3","61.4","18.1",,"80","125","38.4","41.3",,,"17",,,,,,"21.9","52",,,,,,,,,"67.3",,,,,,,,"105","47.0",,,"0.271","0.613",,,,,,
"1","계룡","성인","일반","52","관리자","참가","20241211","M","165.5","93.1","30.7",,"92","145","40.3","41.9",,,"12.7",,,,,,"34.0","42","17",,"185",,,,,,"45.0",,"31.3",,,,,,,,,,"0.422",,,,,,,
"4","마포","성인","일반","25","관리자","2등급","20241211","F","171.3","54.7","19.8",,"75","115","22.3","27",,,"27.1",,,,,,"18.6","31",,,"158",,,,,,"49.4",,,,,,,,"107","39.8",,,"0.385",,,,,,,
"7","KSPO송파별관(어르신)","어르신","일반","70","관리자","3등급","20241211","M","164.2","55.4","17.2",,"72","122","37.9","37.8",,,"3.1",,,,,,"20.5",,,,,"35",,"125","4.62","17.64","68.4",,,,,,,,,,,,,,,,,,,"37.9"
"1","스포원(금정)","성인","일반","30","관리자","3등급","20241211","M","176.2","76.8","22",,"78","146","45.6","43.3",,,"17.7",,,,,,"24.7","38","32",,,,,,,,"59.4",,"38.7",,,,,,,,,,"0.358","0.548",,,,,,
"1","천안","성인","일반","32","관리자","3등급","20241211","M","183.3","88.9","20.3",,"75","124","49.7","49.9",,,"24.9",,,,,,"26.5","54",,,,,,,,,"56.1",,,,,,,,"92","43.6",,,"0.268","0.576",,,,,,
"8","KSPO송파별관(어르신)","어르신","일반","83","관리자","3등급","20241211","M","172.6","63.9","20.6",,"85","154","35.2","37.6",,,"0.3",,,,,,"21.4",,,,,"23",,"128","5.06","21.36","58.8",,,,,,,,,,,,,,,,,,,"37.6"
"4","마포","성인","일반","24","관리자","참가","20241211","F","171.6","58.5","25.6","70","94","153","25.9","32.7",,,"12.9",,,,,,"19.9","6",,,,,,,,,"55.9",,,,,,,,"135","35.7",,,"0.353","0.488",,,,,,
"1","KSPO송파(출장A)","성인","출장","29","관리자","참가","20241211","M","172.6","70.7","13.4",,"98","147","42.2","45.4",,,"15.7",,,,,,"23.7","37",,,,,,,,,"64.2",,,,,,,,"75","50.0",,,"0.370","0.588",,,,,,
"5","경산","성인","일반","64","관리자","3등급","20241211","M","173.6","73.6","28.2","95","80","157","40.9","36.4",,,"10.4",,,,,,"24.4","27",,,"161",,,,,,"55.6",,,,,,,,"121","34.1",,,"0.368",,,,,,,
"1","영동","청소년","일반","18","관리자","2등급","20241211","M","174.9","80.7","15.7",,"69","130","43.9","49.2",,"57","12.4","18.59","0.675","48.355","5","48.585","26.4",,,,,,,,,,"61.0",,,"89","119","135",,"45.4",,,,,,,,,,,,
"1","광주","성인","일반","19","관리자","참가","20241211","M","177.9","73.8","15.4",,"79","130","30.7","32.1",,,"-4.8",,,,,,"23.3","36",,,"227",,,,,,"43.5",,,"94","102","119",,"47.8",,,,,"0.395",,,,,,,
"1","KSPO송파(출장A)","성인","출장","32","관리자","3등급","20241211","M","171.4","66","22.6",,"76","131","43.7","45.7",,,"8.8",,,,,,"22.5","40",,,,,,,,,"69.2",,,,,,,,"108","45.4",,,"0.304","0.539",,,,,,
"1","광주","성인","일반","60","관리자","3등급","20241211","M","170.1","67.1","19.5",,"99","140","40.3","40",,,"5.4",,,,,,"23.2","44",,,"179",,,,,,"60.1",,,,,,,,"89","41.0",,,"0.425",,,,,,,
"1","수원","어르신","일반","74","관리자","2등급","20241211","F","153.2","49.1","22.8","74","77","137","20.4","25.4",,,"24",,,,,,"20.9",,,,,"17",,"106","5.1","21.1","51.7",,,,,,,,,,,,,,,,,,,"25.4"
"11","강북","어르신","일반","74","관리자","2등급","20241211","M","178.9","78.90","20.0","87.8","83","159","42.7","45.3",,,"8.7",,,,,,"24.7",,,,,"25",,"113","4.5","17","57.4",,,,,,,,,,,,,,,,,,,"45.3"
"1","수원","어르신","일반","65","관리자","3등급","20241211","M","172.5","69.3","23.2","79","51","103","33.6","38",,,"11",,,,,,"23.3",,,,,"18",,"105","5.2","23.9","54.8",,,,,,,,,,,,,,,,,,,"38.0"
"1","KSPO송파","성인","일반","61","관리자","참가","20241211","M","180.4","76.9","16.6","79.8","74","135","37.4","40.3",,,"18.3",,,,,,"23.6","16",,,"170",,,,,,"52.4",,,,,,,,"108","36.5",,,"0.399",,,,,,,
"2","KSPO송파","성인","일반","56","관리자","2등급","20241211","M","170.1","69.5","18.7","82.9","84","134","40.9","41",,,"16.4",,,,,,"24.0","33",,,"201",,,,,,"59.0",,,,,,,,"122","36.6",,,"0.342",,,,,,,
"3","달서","어르신","일반","67","관리자","참가","20241211","M","174.8","71.38","20.7","86.3","80","130","44.3","40.6",,,"0",,,,,,"23.4",,,,,"30",,"127","5.308","19.89","62.1",,,,,,,,,,,,,,,,,,,"44.3"
"2","시흥","어르신","일반","72","관리자","2등급","20241211","M","169.1","75.8","26.1","91","80","151","35.3","41",,,"12.9",,,,,,"26.5",,,,,"24",,"111","5.1","22.9","54.1",,,,,,,,,,,,,,,,,,,"41.0"
"1","KSPO송파(출장A)","성인","출장","29","관리자","3등급","20241211","F","169","51","20.7",,"69","130","24.8","26.6",,,"19.9",,,,,,"17.9","26",,,,,,,,,"52.2",,,,,,,,"133","36.6",,,"0.353","0.539",,,,,,
"4","동구(광주)","성인","일반","39","관리자","3등급","20241211","M","167.2","72.1","24","81","81","136","38.3","39.5",,,"18.3",,,,,,"25.8","46","42",,"220",,,,,,"54.8",,"41.2",,,,,,,,,,"0.306",,,,,,,
"1","KSPO송파(출장A)","성인","출장","30","관리자","참가","20241211","M","174.3","70.8","24.5",,"82","138","45","44.1",,,"-14.6",,,,,,"23.3","35",,,,,,,,,"63.6",,,,,,,,"115","44.0",,,"0.334","0.514",,,,,,
"1","달서","성인","일반","61","관리자","참가","20241211","M","168","88.2","28.6","98.8","93","159","43.6","45.1",,,"2.7",,,,,,"31.3","31",,,"136",,,,,,"51.1",,,,,,,,"115","32.0",,,"0.376",,,,,,,
"1","수원","성인","일반","64","관리자","참가","20241211","M","171.3","75.5","23.4","88","66","144","39","46.7",,,"6",,,,,,"25.7","30",,,"173",,,,,,"61.9",,,"104","115","133",,"33.1",,,,,"0.408",,,,,,,
"2","오산","성인","일반","45","관리자","참가","20241211","M","164.6","76.7","34.5","95.7","93","134","34.5","41.6",,,"0.7",,,,,,"28.3","0","0",,,,,,,,"54.2",,"30.3",,,,,,,,,,"0.314","0.526",,,,,,
"1","익산","성인","일반","19","관리자","참가","20241211","M","179.4","81.6","15",,"72","131","48.7","50.3",,,"6.6",,,,,,"25.4","29","46",,"200",,,,,,"61.6",,"42.1",,,,,,,,,,"0.442",,,,,,,
"1","KSPO송파(출장A)","성인","출장","27","관리자","참가","20241211","M","172.3","77.6","23.6",,"82","138","47.5","57.6",,,"13.5",,,,,,"26.1","48",,,,,,,,,"74.2",,,,,,,,"140","39.4",,,"0.295","0.626",,,,,,
"1","수원","성인","일반","22","관리자","3등급","20241211","M","184.3","81.3","14.2","84","65","125","45.2","45.9",,,"13.6",,,,,,"23.9","54",,,,,,,,,"56.5",,,,,,,,"64","51.9",,,"0.329","0.584",,,,,,
"1","나주","성인","일반","59","관리자","참가","20241211","F","152.3","51.2","34.2","79.6","98","159","26.2","27.7",,,"27.5",,,,,,"22.1","7","16",,"129",,,,,,"54.1",,"31.4",,,,,,,,,,"0.389",,,,,,,
"1","세종","성인","일반","19","관리자","3등급","20241211","M","170.5","80.5","16.7","90","84","123","43.4","40.7",,,"12.8",,,,,,"27.7","48",,,"215",,,,,,"53.9",,,,,,,,"87","48.4",,,"0.322",,,,,,,
"20","오산","어르신","일반","76","관리자","1등급","20241211","M","162","77.1","32","93.7","75","139","44.4","44",,,"11.9",,,,,,"29.4",,,,,"36",,"149","4.34","17.59","57.6",,,,,,,,,,,,,,,,,,,"44.4"
"2","익산","성인","일반","19","관리자","참가","20241211","M","164.4","65.9","14.5",,"99","138","37.4","35.9",,,"7.4",,,,,,"24.4","41",,,,,,,,,"56.8",,,"79","113","146","200","40.3",,,,,"0.416","0.583",,,,,,
"3","포항","성인","일반","20","관리자","2등급","20241211","M","181.3","94","21.4",,"68","115","55.5","53.6",,,"13.1",,,,,,"28.6","52","56",,,,,,,,"59.0",,"42.5",,,,,,,,,,"0.316","0.539",,,,,,
"2","충주","성인","일반","47","관리자","참가","20241211","M","171.4","74.9","24.9","86","80","128","50.2","50.8",,,"0.3",,,,,,"25.5","45",,,"199",,,,,,"67.8",,,,,,,,"81","43.7",,,"0.367",,,,,,,
"2","동작","성인","일반","57","관리자","3등급","20241211","F","155.3","50.7","37","70.1","66","114","25.4","27.6",,,"14.7",,,,,,"21.0","15",,"13.62","150",,,,,,"54.4",,,"56","87","114",,"37.0",,,,,,,,,,,,
"1","창원마산회원","어르신","일반","67","관리자","2등급","20241211","M","171.3","60.3","18.6","79.5","82","140","35.9","35",,,"18.7",,,,,,"20.5",,,,,"23",,"128","5.89","17.80","59.5",,,,,,,,,,,,,,,,,,,"35.9"
"3","오산","어르신","일반","75","관리자","3등급","20241211","M","160.8","70.5","34.6","96.1","92","158","38.1","35.1",,,"11.1",,,,,,"27.3",,,,,"27",,"132","5.82","29.78","54.0",,,,,,,,,,,,,,,,,,,"38.1"
"3","김천","어르신","일반","65","관리자","2등급","20241211","M","163","67.4","27.6","89.3","79","138","34","40.2",,,"8.4",,,,,,"25.4",,,,,"32",,"128","3.90","15.40","59.6",,,,,,,,,,,,,,,,,,,"40.2"
"2","마포","어르신","일반","75","관리자","1등급","20241211","M","179.7","67.8","15.6","74","57","109","42.4","45.8",,,"15.5",,,,,,"21.0",,,,,"26",,"129","4.57","18.14","67.6",,,,,,,,,,,,,,,,,,,"45.8"
"1","마포","어르신","일반","68","관리자","3등급","20241211","M","165","70.2","28.5","91","83","159","40.7","42.5",,,"4.3",,,,,,"25.8",,,,,"26",,"122","4.13","18.00","60.5",,,,,,,,,,,,,,,,,,,"42.5"
"2","영동","성인","일반","62","관리자","3등급","20241211","M","175.3","76.7","19",,"83","123","31.7","37.4",,,"7.4",,,,,,"25.0","31",,,,,,,,,"48.8",,,,,,,,"79","40.2",,,"0.360","0.452",,,,,,
"3","창원","성인","일반","34","관리자","2등급","20241211","M","178.1","87.1","21.8","92","85","139","56.3","53.5",,,"14.3",,,,,,"27.5","59",,,"222",,,,,,"64.6",,,,,,,,"104","41.3",,,"0.288",,,,,,,
"2","중구(서울)","성인","일반","29","관리자","참가","20241211","M","166.5","75.3","27.4","93","80","123","40.6","41.4",,,"13.2",,,,,,"27.2","46",,,"226",,,,,,"55.0",,,,,,,,"144","38.4",,,"0.381",,,,,,,
"1","천안","성인","일반","39","관리자","참가","20241211","M","178","98.7","36",,"88","131","44.5","53",,,"-1.4",,,,,,"31.2","41",,,,,,,,,"53.7",,,,,,,,"103","37.7",,,"0.312","0.552",,,,,,
"1","천안","성인","일반","30","관리자","2등급","20241211","M","174","77.8","18.7",,"87","135","42.6","60.6",,,"12.6",,,,,,"25.7","58",,,"232",,,,,,"77.9",,,,,,,,"99","44.8",,,"0.257",,,,,,,
"4","구미","성인","일반","22","관리자","참가","20241211","M","176.6","55","14.7","73.6","69","116","36","38.7",,,"0.2",,,,,,"17.6","40",,,,,,,,,"70.4",,,,,,,,"122","48.6",,,"0.343","0.608",,,,,,
"2","포항","성인","일반","55","관리자","2등급","20241211","F","162.7","66.2","33",,"98","156","26.2","27.1",,,"20.8",,,,,,"25.0","27",,,"128",,,,,,"40.9",,,"83","111","126",,"33.2",,,,,"0.295",,,,,,,
"1","경산","성인","일반","64","관리자","참가","20241211","M","179.9","75.3","24","94","84","158","38.3","37.6",,,"14.9",,,,,,"23.3","18",,,"176",,,,,,"50.9",,,,,,,,"117","34.8",,,"0.347",,,,,,,
"1","경산","성인","일반","59","관리자","참가","20241211","M","181.6","83.2","21","95","95","134","42.7","42.7",,,"14.1",,,,,,"25.2","21",,,"168",,,,,,"51.3",,,,,,,,"104","36.3",,,"0.408",,,,,,,
