MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MVM_PRSCRPTN_CN,SEXDSTN_FLAG_CD
"1","서대문","성인","일반","23","관리자","참가","20250109","본운동:윗몸 말아 올리기,소파를 이용한 윗몸올리기,누워서 팔 다리 동시에 들어올리기","M"
"1","화성","성인","일반","61","관리자","참가","20250109","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,아래 팔 스트레칭 / 본운동:팔벌려뛰기,누워서 배가로근 수축 II,앉았다 일어서기,한발 앞으로 내밀고 앉았다 일어서기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"1","제주","성인","일반","20","관리자","참가","20250109","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭 / 본운동:턱걸이,팔굽혀펴기,팔벌려뛰기,버피운동,달리기,계단 올라갔다 내려오기 / 정리운동:전신 루틴 스트레칭","M"
"1","서구(대전)","성인","일반","20","관리자","참가","20250109","준비운동:목 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:달리기,앉았다 일어서기,턱걸이,매달려서 다리 들기,앉았다 일어서면서 점프하기,무릎 높여 제자리 달리기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"1","경산","성인","일반","64","관리자","참가","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:소파를 이용한 윗몸올리기,누워서 하늘 자전거 / 정리운동:전신 루틴 스트레칭","M"
"1","포항","청소년","일반","18","관리자","참가","20250109","준비운동:발목 돌리기,나비자세,다리뻗어 상체 숙이기 / 본운동:서서 발목 누르기,서서 발목 뒤로 당기기,전진 점프하며 발 뒤꿈치 찍기","M"
"2","KSPO대구","성인","일반","59","관리자","1등급","20250109","본운동:걷기,달리기,실외 자전거타기,실내 자전거타기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭","F"
"6","KSPO아산","어르신","일반","74","관리자","3등급","20250109","준비운동:전신 루틴 스트레칭 / 본운동:벽에서 팔굽혀 펴기,의자에 앉아 다리 뻗어 올리기,서서 뒤꿈치 들기,고정식 자전거 타기,스텝박스 / 정리운동:전신 루틴 스트레칭","F"
"8","오산","어르신","일반","72","관리자","2등급","20250109","준비운동:의자 잡고 후방으로 한발 뻗어 들기,의자 잡고 전방으로 무릎 굽혀 들기,의자 이용 중심 잡기 루틴 운동 / 본운동:스텝박스,스텝박스 오르내리기","F"
"2","원주","성인","일반","64","관리자","참가","20250109","준비운동:턱걸이,손목 펴기/굽히기,누워서 밀기,테이블 이용하여 팔 들어 올리기","M"
"7","KSPO송파별관(어르신)","어르신","일반","68","관리자","1등급","20250109","준비운동:상지 루틴 스트레칭 / 본운동:누워서 엉덩이 들어올리기,의자 앞에서 앉았다 일어서기,덤벨 잡고 뒤꿈치 들기,엎드려 버티기,고정식 트레드밀에서 걷기,고정식 자전거 타기 / 정리운동:전신 루틴 스트레칭","F"
"2","KSPO송파별관(어르신)","어르신","일반","66","관리자","1등급","20250109","준비운동:하지 루틴 스트레칭2,전신 루틴 스트레칭 / 본운동:물속에서 걷기,아쿠아로빅,아쿠아로빅-엉덩관절 회전하기,아쿠아로빅-물당기기/밀기 / 정리운동:전신 루틴 스트레칭","M"
"3","KSPO대구","성인","일반","45","관리자","2등급","20250109","본운동:윗몸 말아 올리기,윗몸올리기 ,소파를 이용한 윗몸올리기","F"
"1","남구(울산)","어르신","일반","66","관리자","참가","20250109","준비운동:목 스트레칭,가슴 스트레칭,팔꿈치 맞닿아 원그리기,등/어깨 뒤쪽 스트레칭 / 본운동:고정식 트레드밀에서 걷기,스텝박스,서서 팔꿈치 펴기,밴드 걸고 누워서 다리 들어올리기,대퇴사두근 스트레칭,골반 스트레칭,아래 팔 스트레칭 / 정리운동:어깨 스트레칭,골반 스트레칭,가슴/어깨 스트레칭,회전근개 스트레칭","M"
"5","세종","어르신","일반","69","관리자","3등급","20250109","준비운동:대퇴이두근 스트레칭,등/어깨 뒤쪽 스트레칭,내전근 스트레칭,어깨 뒤쪽 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,앉아서 당겨 내리기,의자 이용 중심 잡기 루틴 운동,고정식 트레드밀에서 걷기 / 정리운동:내전근 스트레칭,엉덩이 스트레칭,대퇴사두근 스트레칭","M"
"1","마포","성인","일반","19","관리자","참가","20250109","본운동:엎드려 버티기,누워서 하늘 자전거,누워서 엉덩이 들어올리기,걷기,달리기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"3","고양","어르신","일반","66","관리자","2등급","20250109","준비운동:고정식 자전거 타기,스텝박스 오르내리기","F"
"1","성동","성인","일반","21","관리자","참가","20250109","준비운동:달리기,계단 올라갔다 내려오기 / 본운동:의자에 한 다리 올리고 앉앗다 일어서기,의자에 앉아 다리 뻗어 올리기,서서 다리로 탄력밴드 당기기 I,서서 다리로 탄력밴드 당기기 II / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2","F"
"1","군산","성인","일반","23","관리자","2등급","20250109","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭,테이블 이용하여 팔 옆으로 벌리기 / 본운동:달리기,실내 자전거타기,줄넘기,수영,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,계단 두 칸씩 뛰기","F"
"1","KSPO송파","성인","일반","64","관리자","참가","20250109","준비운동:진자운동","F"
"1","전주","성인","일반","19","관리자","참가","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭,걷기,벌림 밸런스 운동-60~120도 사이 / 본운동:달리기,턱걸이 / 정리운동:아래 팔 스트레칭,허리 스트레칭","M"
"1","군산","성인","일반","28","관리자","3등급","20250109","준비운동:옆으로 누워서팔 앞으로 당기기,테이블 이용하여 팔 들어 올리기 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기","M"
"1","전주","성인","일반","19","관리자","참가","20250109","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭,테이블 이용하여 팔 옆으로 벌리기 / 본운동:앉았다 일어서면서 점프하기,무릎 높여 제자리 달리기,팔벌려뛰기,버피운동,달리기,실내 자전거타기,줄넘기,계단 뛰어 오르기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"7","화성","어르신","일반","68","관리자","3등급","20250109","준비운동:어깨 스트레칭,몸통 비틀기,등 대고 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스 오르내리기 ,물속에서 걷기 / 정리운동:고관절 스트레칭,대퇴이두근 스트레칭,대퇴이두근 스트레칭2,엉덩이 스트레칭","F"
"2","서구(대전)","어르신","일반","69","관리자","2등급","20250109","준비운동:대퇴이두근 스트레칭,등/어깨 뒤쪽 스트레칭,내전근 스트레칭,어깨 뒤쪽 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,앉아서 당겨 내리기,의자 이용 중심 잡기 루틴 운동,고정식 트레드밀에서 걷기,물속에서 걷기 / 정리운동:내전근 스트레칭,엉덩이 스트레칭,대퇴사두근 스트레칭","M"
"4","창원","성인","일반","27","관리자","2등급","20250109","준비운동:허리 굽혀 덤벨 들기,서서 바벨 위로 밀기,누워서 머리 위로 팔꿈치 펴기 ,허리 굽혀 덤벨 뒤로 들기","M"
"2","원주","성인","일반","19","관리자","참가","20250109","준비운동:트레드밀에서 걷기,옆으로 누워서팔 앞으로 당기기,테이블 이용하여 팔 들어 올리기 / 본운동:팔굽혀펴기,바벨들어올리기 / 정리운동:실내 자전거타기","M"
"6","성동","성인","일반","63","관리자","2등급","20250109","준비운동:달리기","M"
"1","성동","성인","일반","63","관리자","2등급","20250109","준비운동:달리기","M"
"9","마포","성인","일반","64","관리자","3등급","20250109","본운동:윗몸올리기 ,엎드려 버티기,누워서 엉덩이 들어올리기,빠르게 걷기 / 정리운동:전신 루틴 스트레칭","F"
"3","마포","성인","일반","64","관리자","2등급","20250109","준비운동:가슴/어깨 앞쪽 스트레칭,넙다리 뒤쪽 스트레칭,테이블 이용하여 팔 들어 올리기 / 본운동:누워서 배가로근 수축 II,윗몸 말아 올리기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,상지 루틴 스트레칭","M"
"1","태백","청소년","일반","18","관리자","2등급","20250109","본운동:조깅","F"
"1","KSPO대구","청소년","일반","18","관리자","참가","20250109","본운동:걷기,조깅,자전거타기 / 정리운동:정적 스트레칭  루틴프로그램","M"
"3","영주","어르신","일반","68","관리자","3등급","20250109","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:달리기,손목 펴기/굽히기,앉았다 일어서기,윗몸올리기  / 정리운동:전신 루틴 스트레칭","F"
"1","미추홀","성인","일반","45","관리자","2등급","20250109","준비운동:동적 스트레칭 루틴프로그램 / 본운동:요가 및 필라테스  루틴프로그램,웨이트 트레이닝  루틴프로그램,맨몸운동  루틴프로그램 / 정리운동:요가 및 필라테스  루틴프로그램,정적 스트레칭  루틴프로그램","F"
"1","남구(부산)","성인","일반","19","관리자","참가","20250109","준비운동:상지 루틴 스트레칭,하지 루틴 스트레칭2","M"
"2","고양","어르신","일반","67","관리자","2등급","20250109","준비운동:대퇴사두근 스트레칭,종아리 스트레칭,내전근 스트레칭,대퇴사두근 스트레칭 / 본운동:발가락 폄근 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"1","남구(부산)","성인","일반","19","관리자","참가","20250109","준비운동:달리기,실내 자전거타기,트레드밀에서 걷기,계단 올라갔다 내려오기","M"
"1","안산","성인","일반","19","관리자","참가","20250109","준비운동:전신 루틴 스트레칭 / 본운동:맨몸운동  루틴프로그램,엎드려서 팔 다리 들기,앉았다 일어서기,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,버피운동 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","동작","성인","일반","52","관리자","3등급","20250109","준비운동:전신 루틴 스트레칭 / 본운동:웨이트 트레이닝  루틴프로그램,앉았다 일어서기,팔굽혀 펴기,조깅,줄넘기 운동,박스 운동  루틴프로그램,버피운동 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","남구(부산)","성인","일반","26","관리자","2등급","20250109","본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기","F"
"1","동작","성인","일반","60","관리자","참가","20250109","준비운동:등/어깨 뒤쪽 스트레칭,하지 루틴 스트레칭1 / 본운동:의자에 한 다리 올리고 앉앗다 일어서기,서서 뒤꿈치 들기,누워서 배가로근 수축 I,실내 자전거타기 / 정리운동:전신 루틴 스트레칭","M"
"14","남구(울산)","성인","일반","37","관리자","3등급","20250109","준비운동:걷기 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,누워서 배가로근 수축 II,옆으로 누워 버티기,네발기기 자세로 팔 다리 들기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","마포","어르신","일반","78","관리자","1등급","20250109","준비운동:마주 앉아 대퇴이두근 스트레칭2,고관절 스트레칭,대퇴사두근 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,바벨 잡고 들어올리기,앉아서 다리 밀기 ,덤벨 잡고 뒤꿈치 들기 / 정리운동:고정식 트레드밀에서 걷기,고정식 자전거 타기","M"
"6","마포","어르신","일반","69","관리자","2등급","20250109","본운동:고정식 자전거 타기","M"
"1","KSPO송파별관(어르신)","어르신","일반","65","관리자","1등급","20250109","준비운동:의자 잡고 전방으로 무릎 굽혀 들기","F"
"8","부천","성인","일반","49","관리자","3등급","20250109","준비운동:걷기,실내 자전거타기,트레드밀에서 걷기 / 본운동:자가근막이완술 루틴 스트레칭,누워서 배가로근 수축 II,의자 앞에서 앉았다 일어서기,실내 자전거타기 / 정리운동:좌식생활자를 위한 동적 루틴 스트레칭","F"
"3","화성","성인","일반","22","관리자","3등급","20250109","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:배스트레칭,옆구리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1","F"
"2","남구(부산)","성인","일반","19","관리자","2등급","20250109","준비운동:맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램","M"
"1","남구(부산)","성인","일반","23","관리자","3등급","20250109","준비운동:윗몸올리기 ,맨몸운동  루틴프로그램","F"
"4","성동","어르신","일반","66","관리자","1등급","20250109","준비운동:몸통 비틀기 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스,스텝박스 오르내리기 ,좌우로 선넘기,앞뒤로 선넘기,발바닥 치기 / 정리운동:대퇴이두근 스트레칭2,엉덩이 스트레칭,대퇴사두근 스트레칭,엉덩이 스트레칭2","M"
"1","성동","어르신","일반","66","관리자","3등급","20250109","준비운동:물속에서 걷기,스텝박스","M"
"1","전주","성인","일반","19","관리자","참가","20250109","준비운동:트레드밀에서 걷기,옆으로 누워서팔 앞으로 당기기,테이블 이용하여 팔 들어 올리기 / 본운동:팔굽혀펴기,바벨들어올리기 / 정리운동:실내 자전거타기","M"
"1","천안","성인","일반","22","관리자","참가","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭,누워서 막대 잡고 팔 회전하기 / 본운동:앉았다 일어서기,엎드려 버티기,버피운동,달리기,트레드밀에서 걷기 / 정리운동:전신 루틴 스트레칭","M"
"2","포항","어르신","일반","70","관리자","1등급","20250109","준비운동:상지 루틴 스트레칭,전신 루틴 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,바벨 잡고 들어올리기,엎드려서 다리 굽히기 ,앉아서 다리 밀기  / 정리운동:고정식 트레드밀에서 걷기,고정식 자전거 타기","M"
"1","천안","성인","일반","19","관리자","참가","20250109","준비운동:달리기,실내 자전거타기,트레드밀에서 걷기,줄넘기 / 본운동:앉아서 엉덩관절 굽히기,서서 다리 뒤로 차기,서서 다리로 탄력밴드 당기기 I,서서 다리로 탄력밴드 당기기 II / 정리운동:목 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭,허리 스트레칭","M"
"1","영주","성인","일반","64","관리자","참가","20250109","본운동:앉았다 일어서기,누워서 엉덩이 들어올리기,앉아서 다리 펴기","M"
"1","청주","청소년","일반","18","관리자","참가","20250109","준비운동:동적 스트레칭 루틴프로그램,정적 스트레칭  루틴프로그램 / 본운동:전완대고 버티기,손 뻗어 윗몸 일으키기,맨몸운동  루틴프로그램,조깅 / 정리운동:줄넘기 운동,수영,전진 점프하며 발바닥 찍기","M"
"3","부천","어르신","일반","65","관리자","2등급","20250109","준비운동:등 대고 대퇴이두근 스트레칭,고관절 스트레칭,대퇴이두근 스트레칭,대퇴이두근 스트레칭2 / 본운동:덤벨 잡고 앉았다 일어서기,덤벨 잡고 뒤꿈치 들기,앉아서 뒤로 당기기,누워서 가슴 밀기 / 정리운동:베개 밟고 서기","F"
"7","충주","성인","일반","19","관리자","참가","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:허리 굽혀 덤벨 들기,엎드려 버티기,실내 자전거타기,누워서 다리 들어올리기,수영,앉았다 일어서기 / 정리운동:전신 루틴 스트레칭","M"
"3","진천","성인","일반","19","관리자","참가","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:손목 펴기/굽히기,윗몸 말아 올리기,앉았다 일어서기,달리기,줄넘기,계단 올라갔다 내려오기 / 정리운동:전신 루틴 스트레칭","M"
"2","충주","성인","일반","20","관리자","1등급","20250109","본운동:윗몸 말아 올리기,윗몸올리기 ,엎드려 버티기,누워서 다리 들어올리기,달리기,트레드밀에서 걷기 / 정리운동:전신 루틴 스트레칭","M"
"2","안산","성인","일반","20","관리자","3등급","20250109","준비운동:목 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:달리기,앉았다 일어서기,턱걸이,매달려서 다리 들기,앉았다 일어서면서 점프하기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"3","창원","성인","일반","19","관리자","참가","20250109","준비운동:걷기,달리기,실내 자전거타기,줄넘기","M"
"2","양평","성인","일반","64","관리자","1등급","20250109","준비운동:상지 루틴 스트레칭 / 본운동:손목 펴기/굽히기,걷기,계단 올라갔다 내려오기,빠르게 걷기 / 정리운동:전신 루틴 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2","M"
"1","광주","성인","일반","55","관리자","2등급","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭2 / 본운동:누워서 배가로근 수축 I,누워서 배가로근 수축 II,앉았다 일어서기,서서 어깨  들어올리기,달리기,계단 올라갔다 내려오기,실내 자전거타기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","F"
"7","광주","성인","일반","54","관리자","참가","20250109","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기,앉아서 엉덩관절 굽히기,서서 다리로 탄력밴드 당기기 I,누워서 배가로근 수축 II,앉았다 일어서기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"5","의정부","성인","일반","50","관리자","참가","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:앉았다 일어서기,팔굽혀펴기,버피운동,달리기,계단 올라갔다 내려오기,앉아서 다리 펴기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","광주","성인","일반","19","관리자","참가","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:손목 펴기/굽히기,윗몸 말아 올리기,앉았다 일어서기,달리기 / 정리운동:전신 루틴 스트레칭","M"
"2","부천","어르신","일반","67","관리자","3등급","20250109","준비운동:고정식 트레드밀에서 걷기,스텝박스,스텝박스 오르내리기 ,수영 / 본운동:덤벨 잡고 앉았다 일어서기,덤벨 잡고 뒤꿈치 들기,누워서 가슴 밀기 / 정리운동:대퇴이두근 스트레칭2,엉덩이 스트레칭2,종아리 스트레칭","F"
"4","달서","성인","일반","53","관리자","2등급","20250109","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:허리 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"2","KSPO송파","성인","일반","20","관리자","2등급","20250109","준비운동:진자운동","M"
"1","영주","성인","일반","19","관리자","3등급","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:누워서 배가로근 수축 II,윗몸올리기  / 정리운동:하지 루틴 스트레칭2","M"
"2","달서","성인","일반","19","관리자","참가","20250109","준비운동:등/어깨 뒤쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭2 / 본운동:누워서 팔 다리 동시에 들어올리기,달리기,계단 뛰어 오르기 / 정리운동:전신 루틴 스트레칭","M"
"1","남구(부산)","성인","일반","19","관리자","참가","20250109","본운동:달리기,실외 자전거타기","M"
"4","KSPO송파별관(어르신)","어르신","일반","66","관리자","1등급","20250109","준비운동:전신 루틴 스트레칭 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,자가근막이완술 루틴 스트레칭","M"
"1","세종","성인","일반","43","관리자","참가","20250109","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:허리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭 / 정리운동:전신 루틴 스트레칭","M"
"1","중구(서울)","성인","일반","19","관리자","참가","20250109","준비운동:등/어깨 뒤쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭2 / 본운동:누워서 팔 다리 동시에 들어올리기,달리기,계단 뛰어 오르기 / 정리운동:전신 루틴 스트레칭","M"
"3","화성","어르신","일반","66","관리자","3등급","20250109","준비운동:전신 루틴 스트레칭 / 본운동:걷기,계단 오르기,아기자세,휴식자세 / 정리운동:전신 루틴 스트레칭","F"
"2","서구(대전)","청소년","일반","18","관리자","참가","20250109","준비운동:동적 스트레칭 루틴프로그램 / 본운동:맨몸운동  루틴프로그램,메디신볼 운동  루틴프로그램,박스 운동  루틴프로그램,사다리 운동  루틴프로그램,저항밴드 운동  루틴프로그램 / 정리운동:요가 및 필라테스  루틴프로그램","M"
"1","오산","청소년","일반","18","관리자","참가","20250109","준비운동:전신 루틴 스트레칭 / 본운동:줄넘기 운동,윗몸 일으키기,버피 테스트 / 정리운동:전신 루틴 스트레칭","M"
"2","화성","어르신","일반","72","관리자","3등급","20250109","준비운동:어깨 스트레칭,몸통 비틀기,등 대고 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭 / 본운동:팔꿈치 맞닿아 원그리기,등/어깨 뒤쪽 스트레칭,옆구리 스트레칭,몸 앞으로 굽히기 / 정리운동:고관절 스트레칭,대퇴이두근 스트레칭,대퇴이두근 스트레칭2,엉덩이 스트레칭","F"
"4","중구(서울)","어르신","일반","73","관리자","2등급","20250109","준비운동:등 대고 대퇴이두근 스트레칭,엉덩이 스트레칭2,종아리 스트레칭 / 본운동:앉아서 다리 밀기 ,덤벨 잡고 뒤꿈치 들기,바벨 당겨 올리기 / 정리운동:균형 걷기,좌우 찍기,한발 들기","M"
"2","고양","성인","일반","22","관리자","3등급","20250109","준비운동:윗몸올리기 ,누워서 다리 들어올리기,누워서 다리 좌우로 움직이기,누워서 수직으로 다리 들어올리기","F"
"9","천안","어르신","일반","69","관리자","참가","20250109","준비운동:하지 루틴 스트레칭2,전신 루틴 스트레칭 / 본운동:좌우로 선넘기,앞뒤로 선넘기,발바닥 치기,머리 위로 공 넘기기 / 정리운동:어깨 스트레칭,대퇴이두근 스트레칭,대퇴이두근 스트레칭2","F"
"1","남구(울산)","성인","일반","45","관리자","참가","20250109","준비운동:목 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,누워서 배가로근 수축 I,누워서 배가로근 수축 II / 정리운동:허리 스트레칭,배스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","M"
"5","세종","성인","일반","62","관리자","참가","20250109","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,누워서 다리 들어올리기,누워서 팔 다리 동시에 들어올리기 / 정리운동:전신 루틴 스트레칭","F"
"1","KSPO아산","성인","일반","19","관리자","3등급","20250109","준비운동:전신 루틴 스트레칭 / 본운동:턱걸이,바벨 끌어당기기 / 정리운동:허리 스트레칭","M"
"2","세종","성인","일반","56","관리자","1등급","20250109","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:누워서 배가로근 수축 II,의자 앞에서 앉았다 일어서기,엎드려 버티기,옆으로 누워 버티기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","F"
"1","춘천","성인","일반","33","관리자","3등급","20250109","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,줄넘기,수영,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,계단 두 칸씩 뛰기","M"
"1","남구(부산)","성인","일반","19","관리자","참가","20250109","준비운동:상지 루틴 스트레칭,하지 루틴 스트레칭2","M"
"1","화성","성인","일반","62","관리자","참가","20250109","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:허리 스트레칭,배스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","M"
"3","창원","성인","일반","19","관리자","참가","20250109","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"2","세종","성인","일반","59","관리자","참가","20250109","준비운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭 / 본운동:턱걸이,옆으로 누워 버티기,엎드려 버티기,계단 올라갔다 내려오기 / 정리운동:작은 공을 이용한 동적 루틴 스트레칭","F"
"4","성동","성인","일반","59","관리자","1등급","20250109","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:굽힘 밸런스운동-60~120도 사이,벌림 밸런스 운동-60~120도 사이,등척성운동-바깥돌림,등척성운동-안쪽 돌림,앉았다 일어서기,턱걸이,엎드려 버티기,팔굽혀펴기,팔벌려뛰기,버피운동,유산소 운동 전 동적 루틴 스트레칭,좌식생활자를 위한 동적 루틴 스트레칭 ,작은 공을 이용한 동적 루틴 스트레칭 ,자가근막이완술 루틴 스트레칭,빠르게 걷기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"1","세종","성인","일반","62","관리자","3등급","20250109","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:허리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭 / 정리운동:전신 루틴 스트레칭","F"
"7","수원","어르신","일반","69","관리자","2등급","20250109","준비운동:하지 루틴 스트레칭2,전신 루틴 스트레칭 / 본운동:좌우로 선넘기,앞뒤로 선넘기,발바닥 치기,머리 위로 공 넘기기","F"
"1","오산","어르신","일반","76","관리자","참가","20250109","준비운동:어깨 스트레칭,몸통 비틀기,등 대고 대퇴이두근 스트레칭 / 본운동:목 스트레칭,가슴 스트레칭,팔꿈치 맞닿아 원그리기,등/어깨 뒤쪽 스트레칭 / 정리운동:대퇴이두근 스트레칭,대퇴이두근 스트레칭2,엉덩이 스트레칭,대퇴사두근 스트레칭","M"
"1","세종","성인","일반","64","관리자","참가","20250109","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:턱걸이,손목 펴기/굽히기,물병 옆으로 들어올리기,서서 탄력밴드 당겨내리기/올리기 / 정리운동:전신 루틴 스트레칭","F"
