MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"1","KSPO송파(출장A)","성인","출장","44","관리자","3등급","20240823","M","170","81.2","23.1",,"91","134","38.8","49",,,"7.3",,,,,,"28.1","43",,,,,,,,,"60.3",,,,,,,,"120","37.2",,,"0.347","0.601",,,,,,
"1","순천","성인","일반","60","관리자","3등급","20240823","F","160","56.9","31.4","78.8","86","122","21.4","24.1",,,"14.3",,,,,,"22.2","18",,,"102",,,,,,"42.4",,,"88","130","166",,"28.6",,,,,"0.612",,,,,,,
"1","서초","성인","일반","33","관리자","참가","20240823","M","181.2","88.4","30.3","87.5","81","131","39.9","38.1",,,"11.2",,,,,,"26.9","46",,,,,,,,,"45.1",,,,,,,,"138","36.5",,,"0.304","0.502",,,,,,
"3","삼척","성인","일반","35","관리자","2등급","20240823","M","169.6","86.7","29.7",,"74","132","49.3","48.4",,,"13.7",,,,,,"30.1","46",,"9.57","216",,,,,,"56.9",,,,,,,,"101","41.0",,,,,,,,,,
"1","청주","성인","일반","25","관리자","참가","20240823","M","177.2","68.4","7.8","73.5","60","123","49.1","47.9",,,"10",,,,,,"21.8","32","84",,,,,,,,"71.8",,"52.5",,,,,,,,,,"0.242","0.651",,,,,,
"1","강릉","성인","일반","25","관리자","3등급","20240823","M","177","68.3","12.9","75.6","77","131","48.7","57.6",,,"9.6",,,,,,"21.8","76","41",,"217",,,,,,"84.3",,"42.5",,,,,,,,,,"0.418",,,,,,,
"2","마포","성인","일반","20","관리자","참가","20240823","M","184","84.7","21.2","80","87","127","50","52.8",,,"-4.3",,,,,,"25.0","44",,,"237",,,,,,"62.3",,,"79","117","140","172","43.1",,,,,"0.328",,,,,,,
"2","마포","성인","일반","25","관리자","3등급","20240823","F","173.9","65.1","27.5","77","70","100","23.9","29.1",,,"17.9",,,,,,"21.5","25",,,"172",,,,,,"44.7",,,"78","105","125",,"39.6",,,,,"0.366",,,,,,,
"3","진천","성인","일반","43","관리자","참가","20240823","F","160.6","74.4","42.4","86.1","74","127","27.7","30.3",,,"27",,,,,,"28.8","27",,,,,,,,,"40.7",,,,,,,,"141","26.5",,,"0.39","0.394",,,,,,
"2","연제","성인","일반","37","관리자","참가","20240823","M","172.2","87","30.4","95","87","131","42.1","39.4",,,"5.9",,,,,,"29.3","46",,,"188",,,,,,"48.4",,,,,,,,"112","39.0",,,"0.374",,,,,,,
"4","포천","성인","일반","22","관리자","참가","20240823","M","171.7","92.6","38","90","78","146","37.9","43.6",,,"1.8",,,,,,"31.4","47","41","10.1","200",,,,,,"47.1",,"39.3",,,,,,,,,,,,,,,,,
"1","전주","유아기","출장","50","관리자","3등급","20240823","F","100.2","15.3",,,,,"6","7.9","3",,"11",,,,,,"15.2",,"70",,"80",,,,,,"51.6",,,,,,,,,,,,,,,,,"11.08","43.18",
"2","익산","성인","일반","25","관리자","참가","20240823","F","174.3","59.2","25","70","68","105","23.1","23.7",,,"10.8",,,,,,"19.5","0",,,,,,,,,"40.0",,,"76","109","150",,"37.0",,,,,"0.353","0.477",,,,,,
"1","전주","유아기","출장","53","관리자","3등급","20240823","M","101.8","17.4",,,,,"4.8","8.9","1",,"10.2",,,,,,"16.8",,"70",,"75",,,,,,"51.1",,,,,,,,,,,,,,,,,"9.42","26.51",
"1","KSPO송파(출장A)","성인","출장","39","관리자","참가","20240823","M","168.3","77.6","31.9",,"66","115","42.9","48.5",,,"4.2",,,,,,"27.4","31",,,,,,,,,"62.5",,,,,,,,"110","40.6",,,"0.331","0.514",,,,,,
"1","전주","유아기","출장","50","관리자","참가","20240823","F","110.2","19.6",,,,,"4.5","4.7","4",,"13.4",,,,,,"16.1",,"56",,"100",,,,,,"24.0",,,,,,,,,,,,,,,,,"9.56","27.70",
"1","KSPO송파(출장A)","성인","출장","48","관리자","참가","20240823","M","172.7","63.4","17.8",,"83","138","44.3","42.1",,,"10",,,,,,"21.3","28",,,,,,,,,"69.9",,,,,,,,"63","48.8",,,"0.291","0.564",,,,,,
"1","전주","유아기","출장","48","관리자","참가","20240823","F","104.5","15.5",,,,,"4.5","9","2",,"9.3",,,,,,"14.2",,"56",,"90",,,,,,"58.1",,,,,,,,,,,,,,,,,"10.89","24.68",
"1","전주","유아기","출장","54","관리자","3등급","20240823","F","111.5","19.8",,,,,"9.8","10.9","16",,"11.5",,,,,,"15.9",,"70",,"105",,,,,,"55.1",,,,,,,,,,,,,,,,,"9.69","25.41",
"1","창원","유소년","출장","11","관리자","참가","20240823","M","147.9","42.3",,"65",,,"17.7","21.9","12",,"2.2",,,,,,"19.3",,"51",,"128",,,,,,"51.8",,,,,,,,,,,,,,"0.44","25","5",,,
"6","KSPO송파별관(어르신)","어르신","일반","69","관리자","참가","20240823","F","157.2","73","41.2",,"76","153","30.6","32.9",,,"9.6",,,,,,"29.5",,,,,"31",,"115","4.942","18.811","45.1",,,,,,,,,,,,,,,,,,,"32.9"
"3","KSPO송파별관(어르신)","어르신","일반","66","관리자","2등급","20240823","M","168.7","70.8","26.6",,"49","97","42.3","41.5",,,"13.9",,,,,,"24.9",,,,,"27",,"117","4.775","17.53","59.7",,,,,,,,,,,,,,,,,,,"42.3"
"2","KSPO송파","성인","일반","27","관리자","3등급","20240823","M","183.6","79","22.7","90.8","70","119","45.9","46.7",,,"6.7",,,,,,"23.4","39",,,,,,,,,"59.1",,,"86","119","135","145","47.2",,,,,"0.361","0.504",,,,,,
"1","전주","유아기","출장","53","관리자","참가","20240823","F","102.4","18.5",,,,,"4.8","5.2","0",,"14",,,,,,"17.6",,"70",,"75",,,,,,"28.1",,,,,,,,,,,,,,,,,"10.28","35",
"2","KSPO송파","청소년","일반","18","관리자","참가","20240823","F","164.8","63.2","37.3","82.4","77","123","22.1","21.2",,"44","23","20.7","0.525","47.772","11","48.278","23.3",,"19",,,,,,,,"35.0",,"33.1",,,,,,,,,,,,,,,,,
"1","서초","성인","일반","23","관리자","참가","20240823","F","169.6","44.9","21.8","62.0","85","114","23.7","24",,,"-3.8",,,,,,"15.6","0",,,,,,,,,"53.5",,,,,,,,"145","37.8",,,"0.361","0.477",,,,,,
"1","전주","유아기","출장","52","관리자","1등급","20240823","F","100","16.6",,,,,"6","8","5",,"14.4",,,,,,"16.6",,"70",,"55",,,,,,"48.2",,,,,,,,,,,,,,,,,"10.89","26.01",
"1","전주","유아기","출장","48","관리자","참가","20240823","M","102.1","17.1",,,,,"4.2","4.9","5",,"17.5",,,,,,"16.4",,"58",,"105",,,,,,"28.7",,,,,,,,,,,,,,,,,"9.31","32.43",
"3","삼척","성인","일반","57","관리자","참가","20240823","F","158.7","66.3","39.7",,"70","139","24.3","24.4",,,"17.5",,,,,,"26.3","10",,,,,,,,,"36.8",,,"82","136","142",,"31.8",,,,,"0.369","0.360",,,,,,
"1","전주","유아기","출장","55","관리자","참가","20240823","F","101.8","15.8",,,,,"4.5","4.6","2",,"7",,,,,,"15.2",,"70",,"70",,,,,,"29.1",,,,,,,,,,,,,,,,,"10.03","30.15",
"1","전주","유아기","출장","54","관리자","2등급","20240823","F","103.8","18.1",,,,,"4.5","8.2","2",,"13.5",,,,,,"16.8",,"58",,"60",,,,,,"45.3",,,,,,,,,,,,,,,,,"10.16","30.17",
"1","전주","유아기","출장","51","관리자","2등급","20240823","M","107.7","17",,,,,"7","8.5","3",,"16",,,,,,"14.7",,"70",,"70",,,,,,"50.0",,,,,,,,,,,,,,,,,"10.38","28.55",
"1","전주","유아기","출장","48","관리자","3등급","20240823","F","105.8","15.7",,,,,"5.5","5.9","4",,"11",,,,,,"14.0",,"70",,"75",,,,,,"37.6",,,,,,,,,,,,,,,,,"10.35","31.51",
"1","강북","성인","일반","23","관리자","참가","20240823","F","161.4","56.80","31.0","72","81","131","33.6","33.6",,,"22",,,,,,"21.8","16",,,"156",,,,,,"59.2",,,,,,,,"149","33.6",,,"0.358",,,,,,,
"1","전주","유아기","출장","53","관리자","2등급","20240823","M","107.4","17.7",,,,,"0","7.8","3",,"14",,,,,,"15.3",,"70",,"70",,,,,,"44.1",,,,,,,,,,,,,,,,,"8.96","21.93",
"1","전주","유아기","출장","49","관리자","3등급","20240823","F","104","17.5",,,,,"4","6.8","5",,"16.7",,,,,,"16.2",,"70",,"100",,,,,,"38.9",,,,,,,,,,,,,,,,,"10.41","28.05",
"1","전주","유아기","출장","49","관리자","1등급","20240823","M","102.7","15.6",,,,,"6","7.8","9",,"14",,,,,,"14.8",,"70",,"70",,,,,,"50.0",,,,,,,,,,,,,,,,,"9.92","29.98",
"2","강북","성인","일반","25","관리자","3등급","20240823","F","160.4","55.20","28.7","64","74","126","24.8","27.7",,,"18.6",,,,,,"21.5","31",,,"124",,,,,,"50.2",,,,,,,,"129","36.0",,,"0.405",,,,,,,
"1","전주","유아기","출장","49","관리자","참가","20240823","M","96","14.6",,,,,"2.5","5.5","0",,"6",,,,,,"15.8",,"70",,"60",,,,,,"37.7",,,,,,,,,,,,,,,,,"10.06","30.28",
"1","성남","유소년","출장","11","관리자","참가","20240823","F","152.9","42.7",,"70",,,"16","16.5","1",,"-1.0",,,,,,"18.3",,"55",,"101",,,,,,"38.6",,,,,,,,,,,,,,"0.46","24","0",,,
"1","전주","유아기","출장","49","관리자","3등급","20240823","F","105.5","17.1",,,,,"5.6","7.8","0",,"11",,,,,,"15.4",,"70",,"70",,,,,,"45.6",,,,,,,,,,,,,,,,,"9.85","30.36",
"1","전주","유아기","출장","50","관리자","참가","20240823","F","106.9","20.2",,,,,"6.5","9.5","3",,"15",,,,,,"17.7",,"31",,"90",,,,,,"47.0",,,,,,,,,,,,,,,,,"9.32","24.05",
"1","안동","성인","일반","24","관리자","3등급","20240823","F","166.7","65.6","27","70","56","114","32.5","36.6",,,"24.8",,,,,,"23.6","41","24",,"201",,,,,,"55.8",,"33.1",,,,,,,,,,"0.369",,,,,,,
"1","전주","유아기","출장","50","관리자","참가","20240823","M","99","16.2",,,,,"7","7","0",,"7",,,,,,"16.5",,"70",,"90",,,,,,"43.2",,,,,,,,,,,,,,,,,"11.81","31.52",
"4","포항","성인","일반","44","관리자","2등급","20240823","M","176.3","75.5","20.9",,"67","121","39.9","43.8",,,"18.3",,,,,,"24.3","43",,,"205",,,,,,"58.0",,,,,,,,"117","39.4",,,"0.311",,,,,,,
"2","안동","성인","일반","24","관리자","참가","20240823","F","164.4","56","34.7","66.5","76","122","25.8","27.1",,,"16.6",,,,,,"20.7","12",,,"184",,,,,,"48.4",,,"99","134","175",,"33.9",,,,,"0.395",,,,,,,
"1","전주","유아기","출장","54","관리자","참가","20240823","F","98.5","17.3",,,,,"4","8","5",,"13.7",,,,,,"17.8",,"23",,"75",,,,,,"46.2",,,,,,,,,,,,,,,,,"11.53","43.70",
"1","성남","유소년","출장","11","관리자","참가","20240823","F","145.1","37.8",,"71.6",,,"15.6","17","17",,"-5.0",,,,,,"18.0",,"38",,"150",,,,,,"45.0",,,,,,,,,,,,,,"0.49","34","6",,,
"1","천안","성인","일반","21","관리자","참가","20240823","F","174","58.3","28.4",,"86","133","24.1","25.7",,,"23",,,,,,"19.3","22",,,,,,,,,"44.1",,,,,,,,"144","35.4",,,"0.363","0.452",,,,,,
"1","전주","유아기","출장","55","관리자","참가","20240823","M","105","15.4",,,,,"6","5","6",,"5",,,,,,"14.0",,"70",,"105",,,,,,"39.0",,,,,,,,,,,,,,,,,"8.97","26.73",
"1","전주","유아기","출장","55","관리자","참가","20240823","M","115.6","22.6",,,,,"6","10.2","10",,"9",,,,,,"16.9",,"24",,"90",,,,,,"45.1",,,,,,,,,,,,,,,,,"7.97","23.18",
"3","KSPO아산","성인","일반","26","관리자","3등급","20240823","F","170.1","52","20.3","70.5","62","111","24.9","24.5",,,"21.9",,,,,,"18.0","22",,,,,,,,,"47.9",,,,,,,,"100","41.0",,,"0.349","0.485",,,,,,
"1","천안","성인","일반","20","관리자","3등급","20240823","F","172.4","61","31.8",,"61","126","26.3","24.7",,,"11.4",,,,,,"20.5","29",,,,,,,,,"43.1",,,,,,,,"146","34.5",,,"0.337","0.44",,,,,,
"1","전주","유아기","출장","50","관리자","3등급","20240823","M","104","16.7",,,,,"10","9.8","7",,"9.7",,,,,,"15.4",,"39",,"55",,,,,,"59.9",,,,,,,,,,,,,,,,,"9.53","25.10",
"1","전주","유아기","출장","53","관리자","3등급","20240823","F","101.7","16.6",,,,,"4.5","7","4",,"12",,,,,,"16.0",,"70",,"55",,,,,,"42.2",,,,,,,,,,,,,,,,,"13.37","37.97",
"1","성남","유소년","출장","11","관리자","1등급","20240823","F","142.2","32.4",,"59.5",,,"21.9","20.6","42",,"12.3",,,,,,"16.0",,"71",,"180",,,,,,"67.6",,,,,,,,,,,,,,"0.42","38","1",,,
"1","전주","유아기","출장","50","관리자","참가","20240823","F","101.9","17.7",,,,,"4.5","9","4",,"9.4",,,,,,"17.0",,"70",,"80",,,,,,"50.8",,,,,,,,,,,,,,,,,"11.59","30.05",
"1","KSPO송파(출장A)","성인","출장","29","관리자","참가","20240823","M","165.7","78","27.1",,"98","144","27","55",,,"8.9",,,,,,"28.4","45",,,,,,,,,"70.5",,,,,,,,"116","41.9",,,"0.318","0.527",,,,,,
"1","사상","성인","일반","45","관리자","참가","20240823","M","173.7","78.8","24.1","86","91","145","37.7","39.9",,,"15.3",,,,,,"26.1","34",,,"223",,,,,,"50.6",,,"70","91","108","135","43.1",,,,,"0.316",,,,,,,
"1","전주","유아기","출장","53","관리자","1등급","20240823","M","102.4","17.7",,,,,"7","10.6","14",,"13",,,,,,"16.9",,"70",,"100",,,,,,"59.9",,,,,,,,,,,,,,,,,"8.50","28.92",
"1","전주","유아기","출장","51","관리자","참가","20240823","F","107","17.7",,,,,"6","7.5","6",,"9.5",,,,,,"15.5",,"70",,"90",,,,,,"42.4",,,,,,,,,,,,,,,,,"10.41","35.08",
"2","청주","성인","일반","24","관리자","2등급","20240823","F","165.8","48.7","23.7","72","60","135","24","28.8",,,"15.8",,,,,,"17.7","33",,,,,,,,,"59.1",,,"96","150","172",,"38.1",,,,,"0.302","0.501",,,,,,
"2","포항","성인","일반","29","관리자","참가","20240823","M","171.8","68.5","12.4",,"72","118","46.6","44.9",,,"-11.6",,,,,,"23.2","62",,,"254",,,,,,"68.0",,,,,,,,"70","51.2",,,"0.276",,,,,,,
"1","전주","유아기","출장","49","관리자","참가","20240823","M","104","17.7",,,,,"3","4","3",,"8",,,,,,"16.4",,"70",,"60",,,,,,"22.6",,,,,,,,,,,,,,,,,"10.47","40.98",
"3","사천","성인","일반","33","관리자","2등급","20240823","M","173.7","72.1","21.2","84.3","80","133","40.4","42",,,"16.1",,,,,,"23.9","47",,,"217",,,,,,"58.3",,,,,,,,"113","43.2",,,"0.257",,,,,,,
"1","전주","유아기","출장","49","관리자","참가","20240823","F","105.1","17.9",,,,,"4.5","5.5","3",,"8",,,,,,"16.2",,"70",,"45",,,,,,"30.7",,,,,,,,,,,,,,,,,"10.01","37.10",
"1","충주","청소년","일반","18","관리자","3등급","20240823","M","174.1","65.8","11.7","78","60","120","40.4","48.6","53",,"14","16.62","0.585","45.488","21","46.454","21.7",,"42",,,,,,,,"73.9",,"43.4",,,,,,,,,,,,,,,,,
"1","전주","유아기","출장","48","관리자","1등급","20240823","F","101.7","16.6",,,,,"5.6","8.5","5",,"16.5",,,,,,"16.0",,"70",,"60",,,,,,"51.2",,,,,,,,,,,,,,,,,"11.10","28.71",
"2","제주","청소년","일반","18","관리자","참가","20240823","M","178.8","78","21.6","88","60","108","32.9","34.7","29",,"13.1","18.49","0.502","41.657","9","42.071","24.4",,"24",,,,,,,,"44.5",,"38.4",,,,,,,,,,,,,,,,,
"1","충주","청소년","일반","18","관리자","3등급","20240823","F","157.2","57.7","36.3","83","78","117","26.9","29.8","24",,"26","20.88","0.449","46.425","7","46.747","23.3",,,,,,,,,,"51.6",,,,,,,,"152","37.3",,,,,,,,,,
"1","전주","유아기","출장","51","관리자","2등급","20240823","F","112.9","20",,,,,"9.8","11","1",,"20",,,,,,"15.7",,"70",,"60",,,,,,"55.0",,,,,,,,,,,,,,,,,"9.42","34.88",
"2","제주","청소년","일반","17","관리자","3등급","20240823","M","175.7","83.1","22.4","88.8","72","134","39.5","42.6","36",,"21.1","18.37","0.564","46.562","12","47.114","26.9",,"48",,,,,,,,"51.3",,"41.8",,,,,,,,,,,,,,,,,
"5","오산","성인","일반","24","관리자","3등급","20240823","F","161.6","58.2","31.7","77","69","101","25.7","22.2",,,"16.5",,,,,,"22.3","25",,,,,,,,,"44.2",,,"94","116","149",,"36.4",,,,,"0.278","0.464",,,,,,
"1","전주","유아기","출장","55","관리자","3등급","20240823","F","107.2","18.8",,,,,"7.5","7","3",,"16",,,,,,"16.4",,"70",,"65",,,,,,"39.9",,,,,,,,,,,,,,,,,"11.28","34.67",
"7","삼척","성인","일반","22","관리자","1등급","20240823","M","174.4","64.5","18.6",,"57","110","35.4","44.4",,,"16.6",,,,,,"21.2","55",,,,,,,,,"68.8",,,,,,,,"95","50.3",,,"0.290","0.618",,,,,,
"2","제주","청소년","일반","18","관리자","참가","20240823","M","186.8","132.7","34.5","129.2","70","113","44","48.5","18",,"19.4","22.18","0.514","35.001","13","35.599","38.0",,"9",,,,,,,,"36.5",,"28.4",,,,,,,,,,,,,,,,,
"1","구미","성인","일반","19","관리자","참가","20240823","M","185.7","86.6","28.9","97.5","62","132","39.8","40.6",,,"-16.5",,,,,,"25.1","52",,,,,,,,,"46.9",,,,,,,,"134","41.3",,,"0.286","0.504",,,,,,
"1","전주","유아기","출장","50","관리자","1등급","20240823","M","101.8","15.2",,,,,"11.2","8.5","4",,"13.2",,,,,,"14.7",,"70",,"70",,,,,,"73.7",,,,,,,,,,,,,,,,,"9.52","26.53",
"1","전주","유아기","출장","48","관리자","참가","20240823","F","101.4","13.7",,,,,"3","5.5","2",,"6.3",,,,,,"13.3",,"41",,"70",,,,,,"40.1",,,,,,,,,,,,,,,,,"12.63","29.07",
"3","KSPO송파","성인","일반","26","관리자","2등급","20240823","F","169.7","57.7","29.1","62.5","56","110","23.7","24.6",,,"13.8",,,,,,"20.0","32",,,,,,,,,"42.6",,,,,,,,"109","38.5",,,"0.355","0.414",,,,,,
"1","서구(대전)","성인","일반","24","관리자","1등급","20240823","F","169.8","62.7","25.2",,"78","123","27.9","32.1",,,"25.6",,,,,,"21.7","49",,"12.07","167",,,,,,"51.2",,,"89","133","154",,"36.9",,,,,,,,,,,,
"1","성남","유소년","출장","11","관리자","3등급","20240823","F","152.6","41.0",,"66",,,"19.6","21.7","34",,"4.4",,,,,,"17.6",,"71",,"164",,,,,,"52.9",,,,,,,,,,,,,,"0.43","39","2",,,
"4","포항","성인","일반","41","관리자","3등급","20240823","M","171.5","73.8","21.2",,"92","142","38.6","40.9",,,"10.8",,,,,,"25.1","44",,,"206",,,,,,"55.4",,,,,,,,"107","41.6",,,"0.324",,,,,,,
"1","전주","유아기","출장","54","관리자","참가","20240823","F","101.8","17.9",,,,,"3","6","1",,"11.5",,,,,,"17.3",,"46",,"65",,,,,,"33.5",,,,,,,,,,,,,,,,,"10.43","34.85",
"1","성남","유소년","출장","11","관리자","참가","20240823","F","148.0","31.3",,"58",,,"12","13","14",,"4.3",,,,,,"14.3",,"44",,"165",,,,,,"41.5",,,,,,,,,,,,,,"0.39","33","3",,,
"2","제주","청소년","일반","18","관리자","참가","20240823","M","165","68.4","28.9","86.5","76","131","36.4","34.4","30",,"15.2","19.15","0.527","47.667","11","48.173","25.1",,"27",,,,,,,,"53.2",,"38.7",,,,,,,,,,,,,,,,,
"1","전주","유아기","출장","53","관리자","1등급","20240823","F","102.6","15.1",,,,,"7","8","4",,"15.5",,,,,,"14.3",,"70",,"55",,,,,,"53.0",,,,,,,,,,,,,,,,,"10.03","34.56",
"1","성남","유소년","출장","11","관리자","2등급","20240823","F","148.3","31.8",,"62",,,"17","16.8","33",,"18.7",,,,,,"14.5",,"88",,"150",,,,,,"53.5",,,,,,,,,,,,,,"0.42","33","2",,,
"3","천안","성인","일반","23","관리자","3등급","20240823","F","168.9","44.9","20.3",,"58","102","24.2","21.1",,,"11",,,,,,"15.7","23",,,,,,,,,"53.9",,,,,,,,"125","40.2",,,"0.241","0.527",,,,,,
"1","전주","유아기","출장","50","관리자","참가","20240823","F","101.1","14.1",,,,,"4.5","3","7",,"9.4",,,,,,"13.8",,"70",,"60",,,,,,"31.9",,,,,,,,,,,,,,,,,"10.72","29.40",
"1","전주","유아기","출장","50","관리자","2등급","20240823","M","101.5","16.1",,,,,"9.5","9","5",,"10.7",,,,,,"15.6",,"70",,"85",,,,,,"59.0",,,,,,,,,,,,,,,,,"10.32","30.87",
"1","화성","성인","일반","23","관리자","2등급","20240823","F","163.1","50.9","25.7",,"71","111","20.6","23.5",,,"22.7",,,,,,"19.1","31",,,"167",,,,,,"46.2",,,,,,,,"151","35.0",,,"0.409",,,,,,,
"1","성남","유소년","출장","11","관리자","참가","20240823","M","160.3","64.6",,"87",,,"24.2","21.3","33",,"12.0",,,,,,"25.1",,"51",,"170",,,,,,"37.5",,,,,,,,,,,,,,"0.54","25","7",,,
"2","천안","성인","일반","23","관리자","3등급","20240823","F","166.5","47.3","26.3",,"66","109","24.8","25.9",,,"10.8",,,,,,"17.1","34",,,,,,,,,"54.8",,,,,,,,"130","38.7",,,"0.351","0.477",,,,,,
"1","전주","유아기","출장","53","관리자","1등급","20240823","F","107.6","18.7",,,,,"8","9.8","10",,"15.5",,,,,,"16.2",,"70",,"65",,,,,,"52.4",,,,,,,,,,,,,,,,,"9.28","27.58",
"2","화성","성인","일반","25","관리자","2등급","20240823","F","161.8","50.8","25.4",,"81","103","23.3","26.9",,,"14.4",,,,,,"19.4","27",,,"157",,,,,,"53.0",,,,,,,,"113","39.1",,,"0.354",,,,,,,
"1","KSPO아산","성인","일반","31","관리자","참가","20240823","M","182.9","80.2","16.1","88","74","122","57.5","48.5",,,"-2.1",,,,,,"24.0","35","31",,"265",,,,,,"71.7",,"37.8",,,,,,,,,,"0.306",,,,,,,
"1","전주","유아기","출장","52","관리자","3등급","20240823","M","109.4","20.5",,,,,"8","9.5","3",,"10.5",,,,,,"17.1",,"70",,"70",,,,,,"46.3",,,,,,,,,,,,,,,,,"9.47","34.43",
"1","전주","유아기","출장","50","관리자","2등급","20240823","M","101","15.1",,,,,"8","9.5","7",,"11",,,,,,"14.8",,"70",,"55",,,,,,"62.9",,,,,,,,,,,,,,,,,"9.87","28.73",
"4","포천","성인","일반","21","관리자","참가","20240823","F","171.6","83.2","35.1","78","72","138","28.1","30.2",,,"-1.1",,,,,,"28.3","39","27","12.43","174",,,,,,"36.3",,"31.4",,,,,,,,,,,,,,,,,
"1","전주","유아기","출장","52","관리자","2등급","20240823","F","109.3","19.4",,,,,"9.8","11","6",,"18",,,,,,"16.2",,"38",,"85",,,,,,"56.7",,,,,,,,,,,,,,,,,"8.87","25.60",
"2","연제","성인","일반","24","관리자","참가","20240823","F","160.8","51.1","35.5","77","70","120","20","23.4",,,"0.4",,,,,,"19.8","18",,,,,,,,,"45.8",,,,,,,,"152","34.4",,,"0.368","0.393",,,,,,
"2","동구(광주)","성인","일반","24","관리자","참가","20240823","M","171.1","91.2","35.1","98","79","135","42.9","42.4",,,"8",,,,,,"31.2","31",,,"179",,,,,,"47.0",,,,,,,,"128","38.8",,,"0.318",,,,,,,
"1","성남","유소년","출장","11","관리자","참가","20240823","M","142.6","30.1",,"58",,,"16.8","15.3","0",,"2.5",,,,,,"14.8",,"100",,"145",,,,,,"55.8",,,,,,,,,,,,,,"0.41","40","9",,,
"1","전주","유아기","출장","50","관리자","참가","20240823","M","100.2","15.4",,,,,"7","9.8","6",,"7.7",,,,,,"15.3",,"70",,"70",,,,,,"63.6",,,,,,,,,,,,,,,,,"9.78","28.01",
"1","전주","유아기","출장","55","관리자","참가","20240823","F","109.6","16.6",,,,,"7","8.8","6",,"9",,,,,,"13.8",,"34",,"100",,,,,,"53.0",,,,,,,,,,,,,,,,,"9.22","27.89",
"1","성남","유소년","출장","11","관리자","참가","20240823","M","137.1","21.8",,"49",,,"8.3","9.9","7",,"2.0",,,,,,"11.6",,"81",,"163",,,,,,"45.4",,,,,,,,,,,,,,"0.36","13","2",,,
"1","전주","유아기","출장","53","관리자","참가","20240823","M","102.7","17.1",,,,,"7","7","6",,"7.5",,,,,,"16.2",,"70",,"80",,,,,,"40.9",,,,,,,,,,,,,,,,,"10.53","26.75",
"2","제주","청소년","일반","18","관리자","참가","20240823","M","169.7","60","21.5","80.9","53","106","29","32",,"34","6.2","18.3","0.552","48.639","10","49.099","20.8",,"41",,,,,,,,"53.3",,"43.7",,,,,,,,,,,,,,,,,
"1","KSPO송파","성인","일반","42","관리자","3등급","20240823","M","180.4","91.5","23.4","94.4","81","143","46","51.5",,,"8.7",,,,,,"28.1","51","44",,"178",,,,,,"56.3",,"38.3",,,,,,,,,,"0.387",,,,,,,
"1","동해","성인","일반","36","관리자","참가","20240823","M","181.1","112.5","34.0",,"95","149","46.4","49",,,"4.3",,,,,,"34.3","33","10",,"166",,,,,,"43.6",,"27.8",,,,,,,,,,"0.376",,,,,,,
"2","제주","청소년","일반","18","관리자","참가","20240823","M","174.6","101.2","27.6","103.7","71","126","41.4","38.8",,"38","14.7","17.8","0.564","45.107","16","45.843","33.2",,"41",,,,,,,,"40.9",,"37.2",,,,,,,,,,,,,,,,,
"1","성남","유소년","출장","11","관리자","3등급","20240823","M","140.0","31.7",,"57.2",,,"17.7","19.4","33",,"7.5",,,,,,"16.2",,"100",,"180",,,,,,"61.2",,,,,,,,,,,,,,"0.41","37","5",,,
"1","성남","유소년","출장","11","관리자","참가","20240823","F","148.1","50.0",,"71.0",,,"16.8","17.6","14",,"14.5",,,,,,"22.8",,"33",,"149",,,,,,"35.2",,,,,,,,,,,,,,"0.48","25","4",,,
"1","성남","유소년","출장","11","관리자","참가","20240823","M","156.8","58.3",,"87.5",,,"18.2","21.5","2",,"3.0",,,,,,"23.7",,"69",,"148",,,,,,"36.9",,,,,,,,,,,,,,"0.56","36","9",,,
